candidate_link_id,undisclosed_entity_id,candidate_entity_id,rank,confidence,rationale,supporting_evidence_ids
cand-40581aa034eb,ent-a15268d55b6c,ent-027f1972f7f2,1,medium,China Yangtze Power repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-00bef1cbd6"", ""cn-china-yangtze-power-2023-ev-3dd9bd98a2"", ""cn-china-yangtze-power-2023-ev-525768c6f9"", ""cn-china-yangtze-power-2023-ev-5a57116866"", ""cn-china-yangtze-power-2023-ev-94ac79a487"", ""cn-china-yangtze-power-2024-ev-076e6c493d"", ""cn-china-yangtze-power-2024-ev-2004f96960"", ""cn-china-yangtze-power-2024-ev-4f226e3697"", ""cn-china-yangtze-power-2024-ev-537374125a"", ""cn-china-yangtze-power-2024-ev-f81935162e""]"
cand-30bfa14befb4,ent-a15268d55b6c,ent-6f86e4d33957,2,low,Foxconn Industrial Internet repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-foxconn-industrial-internet-2023-ev-ecb6a4b2ff""]"
cand-acdf5311d661,ent-a15268d55b6c,ent-aa0c3335acf9,3,low,三峡基地发展有限公司 repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-6cc682cc9b""]"
cand-2b024595be5e,ent-a15268d55b6c,ent-3c1dfb3f4b19,4,low,中国电建集团华东勘测设计研究院有限公司 repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2024-ev-88ed9a55c7""]"
cand-5ff65e058dbe,ent-a15268d55b6c,ent-694b32cf4c4c,5,low,中国能源建设集团山西省电力勘测设计院有限公司 repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2024-ev-0600587f33""]"
cand-0b205a7334c9,ent-0c4fdc432fbf,ent-027f1972f7f2,1,medium,China Yangtze Power repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-00bef1cbd6"", ""cn-china-yangtze-power-2023-ev-3dd9bd98a2"", ""cn-china-yangtze-power-2023-ev-525768c6f9"", ""cn-china-yangtze-power-2023-ev-5a57116866"", ""cn-china-yangtze-power-2023-ev-94ac79a487"", ""cn-china-yangtze-power-2024-ev-076e6c493d"", ""cn-china-yangtze-power-2024-ev-2004f96960"", ""cn-china-yangtze-power-2024-ev-4f226e3697"", ""cn-china-yangtze-power-2024-ev-537374125a"", ""cn-china-yangtze-power-2024-ev-f81935162e""]"
cand-2c4b475d5dd9,ent-0c4fdc432fbf,ent-6f86e4d33957,2,low,Foxconn Industrial Internet repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-foxconn-industrial-internet-2023-ev-ecb6a4b2ff""]"
cand-93d0317915f6,ent-0c4fdc432fbf,ent-aa0c3335acf9,3,low,三峡基地发展有限公司 repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-6cc682cc9b""]"
cand-ca283e5cb437,ent-0c4fdc432fbf,ent-3c1dfb3f4b19,4,low,中国电建集团华东勘测设计研究院有限公司 repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2024-ev-88ed9a55c7""]"
cand-c0df48f6bed1,ent-0c4fdc432fbf,ent-694b32cf4c4c,5,low,中国能源建设集团山西省电力勘测设计院有限公司 repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2024-ev-0600587f33""]"
cand-b01357bccfbd,ent-d51f72f7a8bd,ent-027f1972f7f2,1,medium,China Yangtze Power repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-00bef1cbd6"", ""cn-china-yangtze-power-2023-ev-3dd9bd98a2"", ""cn-china-yangtze-power-2023-ev-525768c6f9"", ""cn-china-yangtze-power-2023-ev-5a57116866"", ""cn-china-yangtze-power-2023-ev-94ac79a487"", ""cn-china-yangtze-power-2024-ev-076e6c493d"", ""cn-china-yangtze-power-2024-ev-2004f96960"", ""cn-china-yangtze-power-2024-ev-4f226e3697"", ""cn-china-yangtze-power-2024-ev-537374125a"", ""cn-china-yangtze-power-2024-ev-f81935162e""]"
cand-479c9d72744c,ent-d51f72f7a8bd,ent-6f86e4d33957,2,low,Foxconn Industrial Internet repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-foxconn-industrial-internet-2023-ev-ecb6a4b2ff""]"
cand-4b5bdd7c2969,ent-d51f72f7a8bd,ent-aa0c3335acf9,3,low,三峡基地发展有限公司 repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-6cc682cc9b""]"
cand-98f784952d3a,ent-d51f72f7a8bd,ent-3c1dfb3f4b19,4,low,中国电建集团华东勘测设计研究院有限公司 repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2024-ev-88ed9a55c7""]"
cand-a50adbeab280,ent-d51f72f7a8bd,ent-694b32cf4c4c,5,low,中国能源建设集团山西省电力勘测设计院有限公司 repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2024-ev-0600587f33""]"
cand-b5e62b228e96,ent-c06fdfb7d8f9,ent-027f1972f7f2,1,medium,China Yangtze Power repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-00bef1cbd6"", ""cn-china-yangtze-power-2023-ev-3dd9bd98a2"", ""cn-china-yangtze-power-2023-ev-525768c6f9"", ""cn-china-yangtze-power-2023-ev-5a57116866"", ""cn-china-yangtze-power-2023-ev-94ac79a487"", ""cn-china-yangtze-power-2024-ev-076e6c493d"", ""cn-china-yangtze-power-2024-ev-2004f96960"", ""cn-china-yangtze-power-2024-ev-4f226e3697"", ""cn-china-yangtze-power-2024-ev-537374125a"", ""cn-china-yangtze-power-2024-ev-f81935162e""]"
cand-959a07fc6138,ent-c06fdfb7d8f9,ent-6f86e4d33957,2,low,Foxconn Industrial Internet repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-foxconn-industrial-internet-2023-ev-ecb6a4b2ff""]"
cand-bf3472623b7f,ent-c06fdfb7d8f9,ent-aa0c3335acf9,3,low,三峡基地发展有限公司 repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-6cc682cc9b""]"
cand-cc59850931a7,ent-c06fdfb7d8f9,ent-3c1dfb3f4b19,4,low,中国电建集团华东勘测设计研究院有限公司 repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2024-ev-88ed9a55c7""]"
cand-8d6a96353561,ent-c06fdfb7d8f9,ent-694b32cf4c4c,5,low,中国能源建设集团山西省电力勘测设计院有限公司 repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2024-ev-0600587f33""]"
cand-07875f699bfb,ent-348e39a17553,ent-027f1972f7f2,1,medium,China Yangtze Power repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-6cc682cc9b"", ""cn-china-yangtze-power-2023-ev-a28ba5ba37"", ""cn-china-yangtze-power-2024-ev-0600587f33"", ""cn-china-yangtze-power-2024-ev-2c74a42116"", ""cn-china-yangtze-power-2024-ev-88ed9a55c7"", ""cn-china-yangtze-power-2024-ev-b9c9d4d887""]"
cand-aa20632f02bf,ent-348e39a17553,ent-6ac4ef6eabc4,2,medium,国家电网有限公司 repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-3dd9bd98a2"", ""cn-china-yangtze-power-2023-ev-94ac79a487"", ""cn-china-yangtze-power-2024-ev-2004f96960"", ""cn-china-yangtze-power-2024-ev-537374125a""]"
cand-138a193f5870,ent-348e39a17553,ent-ceb27ac07b15,3,medium,中国南方电网有限责任公司 repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-525768c6f9"", ""cn-china-yangtze-power-2023-ev-5a57116866"", ""cn-china-yangtze-power-2024-ev-076e6c493d""]"
cand-5bd918129e27,ent-348e39a17553,ent-58ab7db982f7,4,low,广东电网有限责任公司 repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-00bef1cbd6"", ""cn-china-yangtze-power-2024-ev-4f226e3697""]"
cand-8aab38cb35af,ent-348e39a17553,ent-b6f6e4bf5b2c,5,low,中国南方电网有限责任公司超高压输电公司 repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""cn-china-yangtze-power-2024-ev-f81935162e""]"
cand-5f28dfd02d72,ent-4f19d05ba133,ent-027f1972f7f2,1,medium,China Yangtze Power repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-6cc682cc9b"", ""cn-china-yangtze-power-2023-ev-a28ba5ba37"", ""cn-china-yangtze-power-2024-ev-0600587f33"", ""cn-china-yangtze-power-2024-ev-2c74a42116"", ""cn-china-yangtze-power-2024-ev-88ed9a55c7"", ""cn-china-yangtze-power-2024-ev-b9c9d4d887""]"
cand-a409130feb50,ent-4f19d05ba133,ent-6ac4ef6eabc4,2,medium,国家电网有限公司 repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-3dd9bd98a2"", ""cn-china-yangtze-power-2023-ev-94ac79a487"", ""cn-china-yangtze-power-2024-ev-2004f96960"", ""cn-china-yangtze-power-2024-ev-537374125a""]"
cand-7b3440f4b9c0,ent-4f19d05ba133,ent-ceb27ac07b15,3,medium,中国南方电网有限责任公司 repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-525768c6f9"", ""cn-china-yangtze-power-2023-ev-5a57116866"", ""cn-china-yangtze-power-2024-ev-076e6c493d""]"
cand-71ed262e44ca,ent-4f19d05ba133,ent-58ab7db982f7,4,low,广东电网有限责任公司 repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-00bef1cbd6"", ""cn-china-yangtze-power-2024-ev-4f226e3697""]"
cand-77ad8bccd010,ent-4f19d05ba133,ent-b6f6e4bf5b2c,5,low,中国南方电网有限责任公司超高压输电公司 repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""cn-china-yangtze-power-2024-ev-f81935162e""]"
cand-ceb87aa54dd4,ent-921361a240c7,ent-027f1972f7f2,1,medium,China Yangtze Power repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-6cc682cc9b"", ""cn-china-yangtze-power-2023-ev-a28ba5ba37"", ""cn-china-yangtze-power-2024-ev-0600587f33"", ""cn-china-yangtze-power-2024-ev-2c74a42116"", ""cn-china-yangtze-power-2024-ev-88ed9a55c7"", ""cn-china-yangtze-power-2024-ev-b9c9d4d887""]"
cand-c0fe8fc2cb41,ent-921361a240c7,ent-6ac4ef6eabc4,2,medium,国家电网有限公司 repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-3dd9bd98a2"", ""cn-china-yangtze-power-2023-ev-94ac79a487"", ""cn-china-yangtze-power-2024-ev-2004f96960"", ""cn-china-yangtze-power-2024-ev-537374125a""]"
cand-04e7e12bb8de,ent-921361a240c7,ent-ceb27ac07b15,3,medium,中国南方电网有限责任公司 repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-525768c6f9"", ""cn-china-yangtze-power-2023-ev-5a57116866"", ""cn-china-yangtze-power-2024-ev-076e6c493d""]"
cand-eb8352ba923f,ent-921361a240c7,ent-58ab7db982f7,4,low,广东电网有限责任公司 repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-00bef1cbd6"", ""cn-china-yangtze-power-2024-ev-4f226e3697""]"
cand-90a33750a8ab,ent-921361a240c7,ent-b6f6e4bf5b2c,5,low,中国南方电网有限责任公司超高压输电公司 repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""cn-china-yangtze-power-2024-ev-f81935162e""]"
cand-c2d6790b9893,ent-842d8964b8e4,ent-027f1972f7f2,1,medium,China Yangtze Power repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-6cc682cc9b"", ""cn-china-yangtze-power-2023-ev-a28ba5ba37"", ""cn-china-yangtze-power-2024-ev-0600587f33"", ""cn-china-yangtze-power-2024-ev-2c74a42116"", ""cn-china-yangtze-power-2024-ev-88ed9a55c7"", ""cn-china-yangtze-power-2024-ev-b9c9d4d887""]"
cand-eeeece61c05d,ent-842d8964b8e4,ent-6ac4ef6eabc4,2,medium,国家电网有限公司 repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-3dd9bd98a2"", ""cn-china-yangtze-power-2023-ev-94ac79a487"", ""cn-china-yangtze-power-2024-ev-2004f96960"", ""cn-china-yangtze-power-2024-ev-537374125a""]"
cand-b479ba6e1379,ent-842d8964b8e4,ent-ceb27ac07b15,3,medium,中国南方电网有限责任公司 repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-525768c6f9"", ""cn-china-yangtze-power-2023-ev-5a57116866"", ""cn-china-yangtze-power-2024-ev-076e6c493d""]"
cand-a0b13c79ce04,ent-842d8964b8e4,ent-58ab7db982f7,4,low,广东电网有限责任公司 repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-00bef1cbd6"", ""cn-china-yangtze-power-2024-ev-4f226e3697""]"
cand-4ec5ff4fd514,ent-842d8964b8e4,ent-b6f6e4bf5b2c,5,low,中国南方电网有限责任公司超高压输电公司 repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""cn-china-yangtze-power-2024-ev-f81935162e""]"
cand-2710cb3c9520,ent-6ee9b567a47d,ent-027f1972f7f2,1,medium,China Yangtze Power repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-6cc682cc9b"", ""cn-china-yangtze-power-2023-ev-a28ba5ba37"", ""cn-china-yangtze-power-2024-ev-0600587f33"", ""cn-china-yangtze-power-2024-ev-2c74a42116"", ""cn-china-yangtze-power-2024-ev-88ed9a55c7"", ""cn-china-yangtze-power-2024-ev-b9c9d4d887""]"
cand-9a76c2af5959,ent-6ee9b567a47d,ent-6ac4ef6eabc4,2,medium,国家电网有限公司 repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-3dd9bd98a2"", ""cn-china-yangtze-power-2023-ev-94ac79a487"", ""cn-china-yangtze-power-2024-ev-2004f96960"", ""cn-china-yangtze-power-2024-ev-537374125a""]"
cand-edb97a7b3f1f,ent-6ee9b567a47d,ent-ceb27ac07b15,3,medium,中国南方电网有限责任公司 repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-525768c6f9"", ""cn-china-yangtze-power-2023-ev-5a57116866"", ""cn-china-yangtze-power-2024-ev-076e6c493d""]"
cand-41c34721dc52,ent-6ee9b567a47d,ent-58ab7db982f7,4,low,广东电网有限责任公司 repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-00bef1cbd6"", ""cn-china-yangtze-power-2024-ev-4f226e3697""]"
cand-06f164714594,ent-6ee9b567a47d,ent-b6f6e4bf5b2c,5,low,中国南方电网有限责任公司超高压输电公司 repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""cn-china-yangtze-power-2024-ev-f81935162e""]"
cand-5faf26f6621f,ent-dfc8e4cfff0b,ent-027f1972f7f2,1,medium,China Yangtze Power repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-00bef1cbd6"", ""cn-china-yangtze-power-2023-ev-3dd9bd98a2"", ""cn-china-yangtze-power-2023-ev-525768c6f9"", ""cn-china-yangtze-power-2023-ev-5a57116866"", ""cn-china-yangtze-power-2023-ev-94ac79a487"", ""cn-china-yangtze-power-2024-ev-076e6c493d"", ""cn-china-yangtze-power-2024-ev-2004f96960"", ""cn-china-yangtze-power-2024-ev-4f226e3697"", ""cn-china-yangtze-power-2024-ev-537374125a"", ""cn-china-yangtze-power-2024-ev-f81935162e""]"
cand-9372d50ead0c,ent-dfc8e4cfff0b,ent-6f86e4d33957,2,low,Foxconn Industrial Internet repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-foxconn-industrial-internet-2023-ev-ecb6a4b2ff""]"
cand-17225733046b,ent-dfc8e4cfff0b,ent-aa0c3335acf9,3,low,三峡基地发展有限公司 repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-6cc682cc9b""]"
cand-8db21365a8ed,ent-dfc8e4cfff0b,ent-3c1dfb3f4b19,4,low,中国电建集团华东勘测设计研究院有限公司 repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2024-ev-88ed9a55c7""]"
cand-062a4653a4eb,ent-dfc8e4cfff0b,ent-694b32cf4c4c,5,low,中国能源建设集团山西省电力勘测设计院有限公司 repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2024-ev-0600587f33""]"
cand-a56650553f65,ent-832d1ca2eb75,ent-027f1972f7f2,1,medium,China Yangtze Power repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-00bef1cbd6"", ""cn-china-yangtze-power-2023-ev-3dd9bd98a2"", ""cn-china-yangtze-power-2023-ev-525768c6f9"", ""cn-china-yangtze-power-2023-ev-5a57116866"", ""cn-china-yangtze-power-2023-ev-94ac79a487"", ""cn-china-yangtze-power-2024-ev-076e6c493d"", ""cn-china-yangtze-power-2024-ev-2004f96960"", ""cn-china-yangtze-power-2024-ev-4f226e3697"", ""cn-china-yangtze-power-2024-ev-537374125a"", ""cn-china-yangtze-power-2024-ev-f81935162e""]"
cand-c0d901f44e9e,ent-832d1ca2eb75,ent-6f86e4d33957,2,low,Foxconn Industrial Internet repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-foxconn-industrial-internet-2023-ev-ecb6a4b2ff""]"
cand-c649b92038b1,ent-832d1ca2eb75,ent-aa0c3335acf9,3,low,三峡基地发展有限公司 repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-6cc682cc9b""]"
cand-046f70e0e64c,ent-832d1ca2eb75,ent-3c1dfb3f4b19,4,low,中国电建集团华东勘测设计研究院有限公司 repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2024-ev-88ed9a55c7""]"
cand-4326f9412e44,ent-832d1ca2eb75,ent-694b32cf4c4c,5,low,中国能源建设集团山西省电力勘测设计院有限公司 repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2024-ev-0600587f33""]"
cand-4787293f6f23,ent-110dddab3bd8,ent-027f1972f7f2,1,medium,China Yangtze Power repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-00bef1cbd6"", ""cn-china-yangtze-power-2023-ev-3dd9bd98a2"", ""cn-china-yangtze-power-2023-ev-525768c6f9"", ""cn-china-yangtze-power-2023-ev-5a57116866"", ""cn-china-yangtze-power-2023-ev-94ac79a487"", ""cn-china-yangtze-power-2024-ev-076e6c493d"", ""cn-china-yangtze-power-2024-ev-2004f96960"", ""cn-china-yangtze-power-2024-ev-4f226e3697"", ""cn-china-yangtze-power-2024-ev-537374125a"", ""cn-china-yangtze-power-2024-ev-f81935162e""]"
cand-871981e7ea7d,ent-110dddab3bd8,ent-6f86e4d33957,2,low,Foxconn Industrial Internet repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-foxconn-industrial-internet-2023-ev-ecb6a4b2ff""]"
cand-9052c85e7dfd,ent-110dddab3bd8,ent-aa0c3335acf9,3,low,三峡基地发展有限公司 repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-6cc682cc9b""]"
cand-f27d998763d4,ent-110dddab3bd8,ent-3c1dfb3f4b19,4,low,中国电建集团华东勘测设计研究院有限公司 repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2024-ev-88ed9a55c7""]"
cand-d1874b16b50d,ent-110dddab3bd8,ent-694b32cf4c4c,5,low,中国能源建设集团山西省电力勘测设计院有限公司 repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2024-ev-0600587f33""]"
cand-0c05672a70e0,ent-c0db19a558d1,ent-027f1972f7f2,1,medium,China Yangtze Power repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-00bef1cbd6"", ""cn-china-yangtze-power-2023-ev-3dd9bd98a2"", ""cn-china-yangtze-power-2023-ev-525768c6f9"", ""cn-china-yangtze-power-2023-ev-5a57116866"", ""cn-china-yangtze-power-2023-ev-94ac79a487"", ""cn-china-yangtze-power-2024-ev-076e6c493d"", ""cn-china-yangtze-power-2024-ev-2004f96960"", ""cn-china-yangtze-power-2024-ev-4f226e3697"", ""cn-china-yangtze-power-2024-ev-537374125a"", ""cn-china-yangtze-power-2024-ev-f81935162e""]"
cand-b5b2b5f2c133,ent-c0db19a558d1,ent-6f86e4d33957,2,low,Foxconn Industrial Internet repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-foxconn-industrial-internet-2023-ev-ecb6a4b2ff""]"
cand-f7451e4f9959,ent-c0db19a558d1,ent-aa0c3335acf9,3,low,三峡基地发展有限公司 repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-6cc682cc9b""]"
cand-63aa14f45a98,ent-c0db19a558d1,ent-3c1dfb3f4b19,4,low,中国电建集团华东勘测设计研究院有限公司 repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2024-ev-88ed9a55c7""]"
cand-7e6eaf3a3ad1,ent-c0db19a558d1,ent-694b32cf4c4c,5,low,中国能源建设集团山西省电力勘测设计院有限公司 repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2024-ev-0600587f33""]"
cand-db8a318b01c2,ent-1da9849edf35,ent-027f1972f7f2,1,medium,China Yangtze Power repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-00bef1cbd6"", ""cn-china-yangtze-power-2023-ev-3dd9bd98a2"", ""cn-china-yangtze-power-2023-ev-525768c6f9"", ""cn-china-yangtze-power-2023-ev-5a57116866"", ""cn-china-yangtze-power-2023-ev-94ac79a487"", ""cn-china-yangtze-power-2024-ev-076e6c493d"", ""cn-china-yangtze-power-2024-ev-2004f96960"", ""cn-china-yangtze-power-2024-ev-4f226e3697"", ""cn-china-yangtze-power-2024-ev-537374125a"", ""cn-china-yangtze-power-2024-ev-f81935162e""]"
cand-9eec88a2ea97,ent-1da9849edf35,ent-6f86e4d33957,2,low,Foxconn Industrial Internet repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-foxconn-industrial-internet-2023-ev-ecb6a4b2ff""]"
cand-6c00f95c7930,ent-1da9849edf35,ent-aa0c3335acf9,3,low,三峡基地发展有限公司 repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-6cc682cc9b""]"
cand-b2f36600a8ae,ent-1da9849edf35,ent-3c1dfb3f4b19,4,low,中国电建集团华东勘测设计研究院有限公司 repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2024-ev-88ed9a55c7""]"
cand-8ec69a149361,ent-1da9849edf35,ent-694b32cf4c4c,5,low,中国能源建设集团山西省电力勘测设计院有限公司 repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2024-ev-0600587f33""]"
cand-0e154b8e1a2c,ent-67626106d193,ent-4a748db66120,1,medium,NVIDIA repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""us-nvidia-2024-ev-92f3023bbe"", ""us-nvidia-2024-ev-eccc778823"", ""us-nvidia-2025-ev-92f3023bbe"", ""us-nvidia-2025-ev-eccc778823"", ""us-nvidia-2026-ev-92f3023bbe"", ""us-nvidia-2026-ev-eccc778823""]"
cand-ec72c4f1e245,ent-67626106d193,ent-e8bcd432550d,2,medium,Broadcom repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""us-broadcom-2023-ev-9130b59c01"", ""us-broadcom-2024-ev-3baff8ce17"", ""us-broadcom-2024-ev-9130b59c01"", ""us-broadcom-2025-ev-9130b59c01""]"
cand-9180d365f6f3,ent-67626106d193,ent-69aa5d0c4034,3,medium,Tesla repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""us-tesla-2024-ev-34e2cf896f"", ""us-tesla-2025-ev-34e2cf896f"", ""us-tesla-2026-ev-34e2cf896f""]"
cand-799d4bea6703,ent-67626106d193,ent-be87b76c2961,4,low,General Electric repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""us-general-electric-2025-ev-a0f42ce5cb""]"
cand-af8d42d16926,ent-98a47b91398a,ent-4a748db66120,1,medium,NVIDIA repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""us-nvidia-2024-ev-92f3023bbe"", ""us-nvidia-2024-ev-eccc778823"", ""us-nvidia-2025-ev-92f3023bbe"", ""us-nvidia-2025-ev-eccc778823"", ""us-nvidia-2026-ev-92f3023bbe"", ""us-nvidia-2026-ev-eccc778823""]"
cand-34d210d242bf,ent-98a47b91398a,ent-e8bcd432550d,2,medium,Broadcom repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""us-broadcom-2023-ev-9130b59c01"", ""us-broadcom-2024-ev-3baff8ce17"", ""us-broadcom-2024-ev-9130b59c01"", ""us-broadcom-2025-ev-9130b59c01""]"
cand-fba4cfa7c98a,ent-98a47b91398a,ent-69aa5d0c4034,3,medium,Tesla repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""us-tesla-2024-ev-34e2cf896f"", ""us-tesla-2025-ev-34e2cf896f"", ""us-tesla-2026-ev-34e2cf896f""]"
cand-5563d9b41700,ent-98a47b91398a,ent-be87b76c2961,4,low,General Electric repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""us-general-electric-2025-ev-a0f42ce5cb""]"
cand-70d22eca63f5,ent-2451c73ce022,ent-4a748db66120,1,medium,NVIDIA repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""us-nvidia-2024-ev-92f3023bbe"", ""us-nvidia-2024-ev-eccc778823"", ""us-nvidia-2025-ev-92f3023bbe"", ""us-nvidia-2025-ev-eccc778823"", ""us-nvidia-2026-ev-92f3023bbe"", ""us-nvidia-2026-ev-eccc778823""]"
cand-d673d3496eef,ent-2451c73ce022,ent-e8bcd432550d,2,medium,Broadcom repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""us-broadcom-2023-ev-9130b59c01"", ""us-broadcom-2024-ev-3baff8ce17"", ""us-broadcom-2024-ev-9130b59c01"", ""us-broadcom-2025-ev-9130b59c01""]"
cand-8c9fcbed773b,ent-2451c73ce022,ent-69aa5d0c4034,3,medium,Tesla repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""us-tesla-2024-ev-34e2cf896f"", ""us-tesla-2025-ev-34e2cf896f"", ""us-tesla-2026-ev-34e2cf896f""]"
cand-96ffb121424f,ent-2451c73ce022,ent-be87b76c2961,4,low,General Electric repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""us-general-electric-2025-ev-a0f42ce5cb""]"
